order_id,customer_id,order_date,required_ship_date,order_status,order_amount,priority,region
42417,1296,2024-03-25,2024-03-27,PENDING,19.0,LOW,East
42418,1915,2024-06-14,2024-06-18,SHIPPED,72.22,MEDIUM,East
42419,1450,2024-02-07,2024-02-09,SHIPPED,63.62,LOW,West
42420,1342,2024-09-05,2024-09-08,SHIPPED,42.67,LOW,West
42421,1935,2024-09-24,2024-09-26,SHIPPED,13.24,MEDIUM,West
42422,1340,2024-11-03,2024-11-06,PENDING,34.37,MEDIUM,West
42423,1460,2024-04-14,2024-04-16,SHIPPED,25.12,HIGH,South
42424,1391,2024-12-13,2024-12-15,SHIPPED,49.95,HIGH,North
42425,1900,2024-01-24,2024-01-25,PENDING,21.1,MEDIUM,West
42426,1536,2024-10-13,2024-10-16,SHIPPED,60.22,MEDIUM,West
42427,1550,2024-03-22,2024-03-26,SHIPPED,45.0,MEDIUM,East
42428,1420,2024-09-11,2024-09-12,SHIPPED,39.39,MEDIUM,East
42429,1380,2024-01-23,2024-01-26,SHIPPED,50.32,HIGH,South
42430,1616,2024-11-22,2024-11-23,SHIPPED,20.61,MEDIUM,East
42431,1004,2024-03-12,2024-03-17,SHIPPED,44.87,MEDIUM,West
42432,1647,2024-04-27,2024-04-28,SHIPPED,44.7,HIGH,South
42433,1003,2024-02-07,2024-02-11,SHIPPED,42.57,LOW,North
42434,1680,2024-06-04,2024-06-09,PENDING,40.88,HIGH,West
42435,1315,2024-12-12,2024-12-16,SHIPPED,25.91,MEDIUM,East
42436,1821,2024-05-06,2024-05-10,CANCELLED,33.19,MEDIUM,South
42437,1917,2024-10-03,2024-10-06,PENDING,18.39,MEDIUM,East
42438,1077,2024-01-27,2024-01-29,SHIPPED,54.77,HIGH,South
42439,1530,2024-02-25,2024-02-26,SHIPPED,51.34,MEDIUM,East
42440,1716,2024-05-04,2024-05-08,PENDING,61.69,LOW,West
42441,1354,2024-12-27,2025-01-01,SHIPPED,76.27,LOW,West
42442,1835,2024-01-21,2024-01-24,SHIPPED,22.56,HIGH,West
42443,1032,2024-01-14,2024-01-15,SHIPPED,36.4,MEDIUM,South
42444,1661,2024-08-28,2024-08-29,SHIPPED,23.02,LOW,West
42445,1704,2024-04-16,2024-04-19,SHIPPED,26.75,MEDIUM,South
42446,1138,2024-03-10,2024-03-11,SHIPPED,84.05,MEDIUM,East
42447,1271,2024-07-22,2024-07-24,PENDING,57.94,LOW,East
42448,1195,2024-01-28,2024-01-30,SHIPPED,35.02,LOW,West
42449,1126,2024-08-08,2024-08-09,PENDING,28.3,LOW,East
42450,1348,2024-04-11,2024-04-12,SHIPPED,44.06,MEDIUM,East
42451,1742,2024-03-07,2024-03-10,SHIPPED,65.45,MEDIUM,South
42452,1043,2024-05-03,2024-05-08,SHIPPED,107.93,LOW,East
42453,1741,2024-10-15,2024-10-19,SHIPPED,12.2,MEDIUM,North
42454,1727,2024-08-29,2024-09-02,SHIPPED,43.56,LOW,North
42455,1243,2024-01-12,2024-01-17,PENDING,41.69,HIGH,North
42456,1008,2024-07-21,2024-07-22,PENDING,43.6,LOW,West
42457,1761,2024-08-07,2024-08-11,SHIPPED,42.39,LOW,West
42458,1711,2024-06-27,2024-06-29,SHIPPED,23.16,HIGH,West
42459,1845,2024-08-13,2024-08-16,SHIPPED,27.38,MEDIUM,East
42460,1078,2024-08-01,2024-08-06,PENDING,46.59,LOW,North
42461,1756,2024-12-24,2024-12-28,SHIPPED,63.59,LOW,West
42462,1189,2024-09-24,2024-09-29,SHIPPED,29.84,MEDIUM,North
42463,1085,2024-01-19,2024-01-20,SHIPPED,27.38,MEDIUM,South
42464,1484,2024-12-16,2024-12-20,SHIPPED,23.14,LOW,East
42465,1270,2024-11-10,2024-11-15,CANCELLED,33.9,MEDIUM,East
42466,1773,2024-09-25,2024-09-29,SHIPPED,48.25,LOW,West
42467,1512,2024-10-01,2024-10-05,PENDING,34.08,LOW,North
42468,1019,2024-06-12,2024-06-16,SHIPPED,33.75,MEDIUM,West
42469,1488,2024-08-01,2024-08-06,SHIPPED,21.18,MEDIUM,West
42470,1931,2024-08-09,2024-08-12,SHIPPED,33.67,LOW,North
42471,1129,2024-09-25,2024-09-28,SHIPPED,63.75,MEDIUM,West
42472,1837,2024-03-24,2024-03-29,SHIPPED,43.35,MEDIUM,East
42473,1769,2024-08-18,2024-08-20,SHIPPED,81.59,MEDIUM,West
42474,1642,2024-02-13,2024-02-14,SHIPPED,55.07,LOW,East
42475,1006,2024-03-16,2024-03-21,SHIPPED,67.15,MEDIUM,South
42476,1851,2024-12-30,2025-01-01,SHIPPED,68.63,LOW,North
42477,1752,2024-12-02,2024-12-07,SHIPPED,30.67,LOW,North
42478,1703,2024-06-09,2024-06-10,SHIPPED,26.09,HIGH,North
42479,1936,2024-08-23,2024-08-28,PENDING,54.66,HIGH,East
42480,1309,2024-11-03,2024-11-07,SHIPPED,29.75,LOW,North
42481,1808,2024-12-24,2024-12-29,SHIPPED,17.34,LOW,North
42482,1626,2024-04-26,2024-04-28,SHIPPED,30.09,LOW,South
42483,1900,2024-03-30,2024-04-04,SHIPPED,38.57,LOW,West
42484,1472,2024-12-04,2024-12-07,SHIPPED,76.15,LOW,South
42485,1101,2024-09-25,2024-09-30,SHIPPED,57.83,LOW,West
42486,1337,2024-09-10,2024-09-12,SHIPPED,54.38,LOW,East
42487,1318,2024-05-17,2024-05-22,SHIPPED,27.76,LOW,South
42488,1512,2024-04-04,2024-04-07,PENDING,33.1,MEDIUM,North
42489,1024,2024-06-03,2024-06-08,SHIPPED,37.62,MEDIUM,West
42490,1720,2024-07-13,2024-07-14,SHIPPED,51.7,LOW,North
42491,1429,2024-11-20,2024-11-23,SHIPPED,42.35,LOW,West
42492,1142,2024-01-05,2024-01-06,CANCELLED,57.04,LOW,East
42493,1708,2024-03-11,2024-03-14,PENDING,31.46,MEDIUM,South
42494,1656,2024-04-13,2024-04-15,SHIPPED,99.36,MEDIUM,East
42495,1148,2024-02-25,2024-03-01,PENDING,65.59,MEDIUM,East
42496,1692,2024-11-02,2024-11-07,SHIPPED,55.89,HIGH,North
42497,1054,2024-11-07,2024-11-08,SHIPPED,29.5,MEDIUM,North
42498,1470,2024-06-18,2024-06-21,SHIPPED,65.7,LOW,West
42499,1362,2024-05-20,2024-05-22,SHIPPED,34.52,LOW,East
42500,1649,2024-02-03,2024-02-06,SHIPPED,29.43,LOW,East
42501,1208,2024-12-21,2024-12-25,SHIPPED,60.64,MEDIUM,North
42502,1184,2024-02-22,2024-02-23,PENDING,42.31,HIGH,East
42503,1064,2024-01-03,2024-01-06,SHIPPED,46.19,MEDIUM,West
42504,1548,2024-11-25,2024-11-26,SHIPPED,23.76,MEDIUM,South
42505,1111,2024-09-06,2024-09-10,SHIPPED,48.43,MEDIUM,South
42506,1262,2024-04-16,2024-04-19,SHIPPED,52.14,LOW,East
42507,1075,2024-04-08,2024-04-11,SHIPPED,13.33,LOW,North
42508,1295,2024-10-19,2024-10-20,SHIPPED,86.84,LOW,East
42509,1177,2024-06-28,2024-07-02,SHIPPED,21.62,MEDIUM,East
42510,1765,2024-05-13,2024-05-15,SHIPPED,26.5,MEDIUM,West
42511,1000,2024-05-28,2024-06-02,SHIPPED,41.74,MEDIUM,East
42512,1147,2024-10-27,2024-10-28,SHIPPED,29.77,HIGH,East
42513,1875,2024-05-12,2024-05-13,SHIPPED,40.35,MEDIUM,West
42514,1670,2024-09-15,2024-09-20,PENDING,25.88,MEDIUM,North
42515,1835,2024-10-02,2024-10-05,SHIPPED,33.07,MEDIUM,North
42516,1985,2024-07-22,2024-07-23,SHIPPED,49.07,LOW,East
42517,1779,2024-03-01,2024-03-03,SHIPPED,37.85,MEDIUM,East
42518,1661,2024-06-08,2024-06-12,SHIPPED,69.98,LOW,East
42519,1128,2024-05-26,2024-05-29,SHIPPED,18.16,MEDIUM,East
42520,1637,2024-05-22,2024-05-23,SHIPPED,16.68,MEDIUM,West
42521,1512,2024-11-25,2024-11-27,SHIPPED,19.86,LOW,South
42522,1898,2024-11-08,2024-11-13,SHIPPED,48.81,LOW,East
42523,1628,2024-06-02,2024-06-05,SHIPPED,52.79,HIGH,North
42524,1971,2024-11-21,2024-11-23,SHIPPED,59.33,MEDIUM,East
42525,1501,2024-04-20,2024-04-21,SHIPPED,23.21,LOW,North
42526,1148,2024-03-30,2024-04-04,SHIPPED,22.37,LOW,South
42527,1268,2024-02-18,2024-02-19,SHIPPED,28.11,MEDIUM,East
42528,1700,2024-05-10,2024-05-14,SHIPPED,114.56,HIGH,South
42529,1652,2024-07-29,2024-07-30,SHIPPED,50.11,HIGH,North
42530,1104,2024-08-15,2024-08-20,SHIPPED,29.66,LOW,West
42531,1465,2024-09-09,2024-09-13,SHIPPED,52.48,MEDIUM,West
42532,1763,2024-04-03,2024-04-07,PENDING,24.37,LOW,South
42533,1928,2024-06-13,2024-06-16,SHIPPED,23.62,LOW,East
42534,1901,2024-04-18,2024-04-19,SHIPPED,40.41,MEDIUM,East
42535,1280,2024-02-29,2024-03-03,SHIPPED,32.52,LOW,South
42536,1406,2024-04-07,2024-04-12,SHIPPED,40.65,MEDIUM,West
42537,1855,2024-07-05,2024-07-08,PENDING,48.52,MEDIUM,East
42538,1612,2024-08-23,2024-08-26,SHIPPED,69.65,LOW,North
42539,1793,2024-03-21,2024-03-26,SHIPPED,45.99,LOW,South
42540,1899,2024-02-11,2024-02-15,SHIPPED,38.53,LOW,East
42541,1357,2024-05-30,2024-05-31,SHIPPED,15.67,LOW,North
42542,1674,2024-03-13,2024-03-16,SHIPPED,33.01,LOW,West
42543,1202,2024-01-27,2024-01-29,SHIPPED,59.91,MEDIUM,East
42544,1611,2024-03-21,2024-03-25,PENDING,15.61,MEDIUM,West
42545,1280,2024-08-20,2024-08-23,SHIPPED,18.75,LOW,South
42546,1915,2024-06-22,2024-06-24,SHIPPED,79.4,MEDIUM,West
42547,1256,2024-09-29,2024-10-04,PENDING,45.31,MEDIUM,North
42548,1093,2024-04-22,2024-04-25,SHIPPED,37.49,LOW,West
42549,1323,2024-09-06,2024-09-07,PENDING,25.59,MEDIUM,West
42550,1790,2024-09-07,2024-09-11,PENDING,14.23,LOW,West
42551,1738,2024-01-15,2024-01-18,SHIPPED,22.97,MEDIUM,South
42552,1361,2024-06-17,2024-06-18,SHIPPED,44.42,HIGH,West
42553,1661,2024-03-13,2024-03-16,SHIPPED,54.63,MEDIUM,West
42554,1350,2024-09-26,2024-09-28,SHIPPED,17.35,LOW,South
42555,1061,2024-09-20,2024-09-24,SHIPPED,17.96,LOW,West
42556,1640,2024-11-27,2024-11-28,PENDING,16.18,MEDIUM,North
42557,1186,2024-03-07,2024-03-08,SHIPPED,23.51,MEDIUM,East
42558,1579,2024-09-15,2024-09-20,SHIPPED,17.06,MEDIUM,East
42559,1914,2024-05-11,2024-05-15,SHIPPED,46.53,HIGH,North
42560,1541,2024-05-03,2024-05-06,SHIPPED,60.01,HIGH,North
42561,1896,2024-08-11,2024-08-13,SHIPPED,43.75,HIGH,North
42562,1303,2024-06-22,2024-06-25,SHIPPED,35.87,LOW,West
42563,1786,2024-09-26,2024-09-28,CANCELLED,28.76,MEDIUM,East
42564,1638,2024-05-20,2024-05-25,SHIPPED,33.08,MEDIUM,East
42565,1435,2024-05-15,2024-05-16,PENDING,42.49,LOW,East
42566,1212,2024-08-17,2024-08-19,PENDING,53.39,MEDIUM,West
42567,1405,2024-04-11,2024-04-12,SHIPPED,89.89,LOW,West
42568,1817,2024-10-28,2024-10-29,SHIPPED,28.03,MEDIUM,East
42569,1961,2024-10-13,2024-10-16,SHIPPED,25.48,LOW,West
42570,1133,2024-03-31,2024-04-02,SHIPPED,47.22,LOW,South
42571,1959,2024-07-27,2024-07-29,SHIPPED,43.06,LOW,West
42572,1916,2024-02-04,2024-02-05,SHIPPED,10.55,MEDIUM,West
42573,1992,2024-03-02,2024-03-04,SHIPPED,23.98,MEDIUM,West
42574,1914,2024-05-31,2024-06-04,CANCELLED,55.57,MEDIUM,East
42575,1218,2024-03-05,2024-03-10,CANCELLED,42.08,MEDIUM,East
42576,1420,2024-08-08,2024-08-12,SHIPPED,16.26,MEDIUM,East
42577,1318,2024-12-11,2024-12-14,PENDING,50.05,LOW,North
42578,1156,2024-10-26,2024-10-29,SHIPPED,18.69,LOW,South
42579,1187,2024-12-20,2024-12-24,PENDING,47.37,LOW,East
42580,1475,2024-02-20,2024-02-25,SHIPPED,21.08,LOW,West
42581,1161,2024-04-17,2024-04-19,PENDING,20.24,HIGH,West
42582,1128,2024-12-09,2024-12-14,SHIPPED,14.64,LOW,North
42583,1303,2024-06-22,2024-06-27,SHIPPED,16.51,HIGH,West
42584,1088,2024-10-15,2024-10-17,SHIPPED,44.07,LOW,West
42585,1894,2024-07-10,2024-07-12,SHIPPED,26.95,LOW,North
42586,1916,2024-12-22,2024-12-24,SHIPPED,34.32,HIGH,South
42587,1161,2024-06-15,2024-06-17,SHIPPED,26.52,MEDIUM,East
42588,1921,2024-08-31,2024-09-01,SHIPPED,24.53,MEDIUM,South
42589,1035,2024-09-11,2024-09-15,SHIPPED,25.13,MEDIUM,West
42590,1226,2024-02-27,2024-02-28,SHIPPED,38.5,LOW,East
42591,1150,2024-01-26,2024-01-30,CANCELLED,63.61,LOW,West
42592,1592,2024-04-26,2024-04-30,SHIPPED,43.72,HIGH,West
42593,1046,2024-08-29,2024-09-02,SHIPPED,72.06,MEDIUM,East
42594,1715,2024-08-17,2024-08-22,SHIPPED,15.17,MEDIUM,West
42595,1939,2024-11-26,2024-11-30,SHIPPED,62.09,HIGH,West
42596,1659,2024-09-09,2024-09-11,SHIPPED,17.85,HIGH,West
42597,1230,2024-04-02,2024-04-07,SHIPPED,44.22,LOW,South
42598,1538,2024-08-08,2024-08-13,SHIPPED,25.24,LOW,West
42599,1700,2024-07-13,2024-07-14,SHIPPED,42.5,LOW,South
42600,1164,2024-07-19,2024-07-22,SHIPPED,63.87,LOW,West
42601,1723,2024-08-14,2024-08-19,SHIPPED,41.18,LOW,East
42602,1819,2024-02-26,2024-02-28,SHIPPED,58.78,HIGH,West
42603,1586,2024-03-10,2024-03-15,SHIPPED,32.29,LOW,East
42604,1603,2024-09-04,2024-09-05,SHIPPED,20.27,MEDIUM,West
42605,1573,2024-03-13,2024-03-18,SHIPPED,22.36,HIGH,East
42606,1065,2024-09-11,2024-09-14,SHIPPED,42.64,MEDIUM,South
42607,1919,2024-09-20,2024-09-24,SHIPPED,24.85,LOW,West
42608,1079,2024-03-31,2024-04-05,SHIPPED,16.55,LOW,North
42609,1139,2024-05-05,2024-05-06,SHIPPED,48.46,LOW,North
42610,1399,2024-10-16,2024-10-19,SHIPPED,29.94,LOW,West
42611,1931,2024-08-27,2024-08-31,SHIPPED,26.02,MEDIUM,East
42612,1129,2024-11-20,2024-11-25,CANCELLED,55.65,HIGH,West
42613,1984,2024-01-10,2024-01-12,SHIPPED,32.45,MEDIUM,South
42614,1765,2024-07-30,2024-08-04,PENDING,107.0,LOW,East
42615,1445,2024-01-22,2024-01-24,SHIPPED,35.71,LOW,South
42616,1831,2024-06-05,2024-06-06,SHIPPED,82.93,HIGH,North
42617,1028,2024-06-07,2024-06-11,SHIPPED,16.21,LOW,West
42618,1987,2024-09-18,2024-09-23,SHIPPED,58.52,MEDIUM,West
42619,1201,2024-04-19,2024-04-23,SHIPPED,19.15,LOW,West
42620,1236,2024-09-19,2024-09-21,SHIPPED,10.39,LOW,South
42621,1598,2024-12-18,2024-12-21,SHIPPED,25.0,MEDIUM,East
42622,1607,2024-12-31,2025-01-01,SHIPPED,73.38,LOW,West
42623,1798,2024-01-13,2024-01-18,SHIPPED,40.73,LOW,West
42624,1338,2024-03-03,2024-03-06,PENDING,31.82,LOW,South
42625,1398,2024-01-24,2024-01-25,PENDING,13.61,LOW,South
42626,1438,2024-12-15,2024-12-17,SHIPPED,27.8,MEDIUM,West
42627,1288,2024-12-18,2024-12-19,SHIPPED,33.35,LOW,South
42628,1251,2024-12-05,2024-12-09,SHIPPED,35.13,HIGH,North
42629,1976,2024-01-19,2024-01-21,SHIPPED,16.36,LOW,West
42630,1691,2024-12-04,2024-12-05,PENDING,66.79,MEDIUM,East
42631,1099,2024-08-17,2024-08-21,SHIPPED,71.8,HIGH,East
42632,1915,2024-03-28,2024-04-01,SHIPPED,56.98,MEDIUM,West
42633,1584,2024-03-09,2024-03-14,SHIPPED,23.57,HIGH,East
42634,1421,2024-05-29,2024-06-03,SHIPPED,31.37,LOW,East
42635,1642,2024-11-11,2024-11-12,SHIPPED,20.05,LOW,East
42636,1693,2024-10-04,2024-10-08,SHIPPED,32.8,LOW,West
42637,1705,2024-04-01,2024-04-04,SHIPPED,23.76,MEDIUM,North
42638,1017,2024-05-24,2024-05-28,SHIPPED,25.35,HIGH,East
42639,1470,2024-12-16,2024-12-18,SHIPPED,54.28,MEDIUM,East
42640,1637,2024-06-23,2024-06-24,CANCELLED,34.3,HIGH,East
42641,1722,2024-05-24,2024-05-25,SHIPPED,21.01,LOW,East
42642,1006,2024-07-09,2024-07-14,SHIPPED,33.62,MEDIUM,South
42643,1418,2024-05-14,2024-05-18,PENDING,52.14,LOW,South
42644,1379,2024-01-29,2024-02-03,SHIPPED,41.74,LOW,North
42645,1507,2024-08-24,2024-08-28,SHIPPED,41.68,LOW,South
42646,1113,2024-07-18,2024-07-19,SHIPPED,36.66,HIGH,West
42647,1851,2024-09-16,2024-09-18,SHIPPED,25.36,LOW,West
42648,1510,2024-12-25,2024-12-27,SHIPPED,24.82,LOW,West
42649,1595,2024-04-27,2024-04-29,SHIPPED,22.51,MEDIUM,East
42650,1850,2024-09-28,2024-09-29,SHIPPED,15.98,LOW,South
42651,1872,2024-03-20,2024-03-25,CANCELLED,25.47,MEDIUM,South
42652,1975,2024-12-07,2024-12-11,SHIPPED,41.83,LOW,East
42653,1613,2024-03-15,2024-03-20,CANCELLED,62.08,MEDIUM,South
42654,1468,2024-07-05,2024-07-06,SHIPPED,26.99,LOW,East
42655,1092,2024-02-10,2024-02-15,CANCELLED,48.63,MEDIUM,West
42656,1491,2024-09-02,2024-09-05,SHIPPED,39.14,HIGH,West
42657,1827,2024-11-11,2024-11-15,SHIPPED,36.13,HIGH,North
42658,1101,2024-02-27,2024-02-28,SHIPPED,35.43,LOW,East
42659,1492,2024-08-17,2024-08-20,SHIPPED,22.64,LOW,North
42660,1762,2024-04-21,2024-04-26,SHIPPED,15.81,MEDIUM,North
42661,1535,2024-07-22,2024-07-24,SHIPPED,24.68,LOW,West
42662,1484,2024-02-09,2024-02-14,SHIPPED,55.56,HIGH,North
42663,1988,2024-02-27,2024-02-28,SHIPPED,37.46,LOW,North
42664,1478,2024-07-07,2024-07-09,SHIPPED,20.24,MEDIUM,South
42665,1876,2024-06-21,2024-06-26,SHIPPED,57.37,MEDIUM,South
42666,1166,2024-03-17,2024-03-18,SHIPPED,33.13,LOW,South
42667,1139,2024-02-17,2024-02-20,SHIPPED,61.09,LOW,East
42668,1093,2024-03-30,2024-04-02,SHIPPED,38.17,MEDIUM,East
42669,1180,2024-01-11,2024-01-13,PENDING,41.55,MEDIUM,South
42670,1575,2024-02-25,2024-03-01,SHIPPED,45.06,HIGH,North
42671,1003,2024-10-05,2024-10-08,SHIPPED,49.65,HIGH,East
42672,1605,2024-02-02,2024-02-07,PENDING,28.39,MEDIUM,East
42673,1388,2024-06-28,2024-07-01,PENDING,26.85,LOW,West
42674,1271,2024-04-25,2024-04-26,SHIPPED,62.77,HIGH,West
42675,1794,2024-01-28,2024-01-30,SHIPPED,38.5,MEDIUM,South
42676,1131,2024-04-24,2024-04-26,SHIPPED,15.35,LOW,West
42677,1583,2024-08-07,2024-08-11,SHIPPED,58.46,MEDIUM,East
42678,1815,2024-08-13,2024-08-16,SHIPPED,52.4,LOW,East
42679,1903,2024-08-30,2024-09-02,PENDING,51.89,LOW,North
42680,1592,2024-06-27,2024-07-01,SHIPPED,21.45,LOW,West
42681,1511,2024-11-03,2024-11-08,SHIPPED,25.88,LOW,South
42682,1685,2024-07-18,2024-07-20,SHIPPED,23.87,LOW,West
42683,1811,2024-09-21,2024-09-23,SHIPPED,44.78,LOW,East
42684,1962,2024-09-30,2024-10-02,SHIPPED,32.71,MEDIUM,East
42685,1986,2024-07-12,2024-07-13,SHIPPED,38.88,MEDIUM,West
42686,1051,2024-03-22,2024-03-27,SHIPPED,30.36,LOW,South
42687,1289,2024-06-16,2024-06-20,SHIPPED,15.68,LOW,West
42688,1445,2024-03-06,2024-03-08,PENDING,37.74,LOW,West
42689,1236,2024-01-22,2024-01-25,SHIPPED,38.77,LOW,North
42690,1788,2024-12-01,2024-12-04,PENDING,51.79,LOW,South
42691,1490,2024-04-10,2024-04-15,SHIPPED,71.21,LOW,South
42692,1279,2024-12-17,2024-12-18,SHIPPED,21.88,LOW,North
42693,1043,2024-11-25,2024-11-29,SHIPPED,54.02,LOW,South
42694,1881,2024-12-26,2024-12-28,SHIPPED,13.96,MEDIUM,North
42695,1765,2024-06-24,2024-06-28,PENDING,53.87,MEDIUM,West
42696,1936,2024-09-28,2024-10-02,PENDING,54.42,MEDIUM,East
42697,1924,2024-02-18,2024-02-21,PENDING,24.95,LOW,West
42698,1358,2024-12-19,2024-12-20,SHIPPED,29.76,MEDIUM,East
42699,1645,2024-04-10,2024-04-12,SHIPPED,55.39,LOW,North
42700,1567,2024-03-03,2024-03-06,SHIPPED,58.91,LOW,East
42701,1525,2024-11-07,2024-11-10,SHIPPED,34.73,LOW,East
42702,1689,2024-12-19,2024-12-22,PENDING,61.29,LOW,East
42703,1461,2024-12-29,2025-01-01,SHIPPED,9.43,LOW,West
42704,1100,2024-11-28,2024-12-02,SHIPPED,51.26,HIGH,North
42705,1691,2024-02-06,2024-02-07,PENDING,22.3,MEDIUM,South
42706,1983,2024-07-25,2024-07-29,SHIPPED,28.44,LOW,West
42707,1460,2024-08-09,2024-08-10,SHIPPED,33.35,MEDIUM,South
42708,1768,2024-08-10,2024-08-11,SHIPPED,37.16,HIGH,West
42709,1267,2024-12-14,2024-12-16,PENDING,16.78,LOW,East
42710,1882,2024-12-19,2024-12-23,SHIPPED,28.89,HIGH,South
42711,1361,2024-02-01,2024-02-06,PENDING,36.1,HIGH,North
42712,1407,2024-12-29,2024-12-30,SHIPPED,109.18,MEDIUM,North
42713,1036,2024-05-30,2024-06-04,SHIPPED,70.13,LOW,South
42714,1467,2024-03-14,2024-03-17,SHIPPED,54.2,LOW,North
42715,1965,2024-03-12,2024-03-13,SHIPPED,48.61,MEDIUM,East
42716,1715,2024-10-03,2024-10-04,SHIPPED,25.84,HIGH,East
42717,1980,2024-07-21,2024-07-25,SHIPPED,19.8,LOW,West
42718,1258,2024-04-12,2024-04-13,SHIPPED,44.67,LOW,East
42719,1508,2024-06-23,2024-06-28,SHIPPED,14.3,LOW,West
42720,1666,2024-07-29,2024-07-30,SHIPPED,28.53,MEDIUM,East
42721,1749,2024-09-09,2024-09-11,SHIPPED,24.46,LOW,South
42722,1308,2024-12-19,2024-12-21,SHIPPED,45.9,LOW,West
42723,1611,2024-11-13,2024-11-17,SHIPPED,23.79,HIGH,South
42724,1272,2024-10-20,2024-10-22,PENDING,35.62,MEDIUM,West
42725,1624,2024-12-19,2024-12-20,SHIPPED,26.83,MEDIUM,East
42726,1109,2024-12-31,2025-01-02,SHIPPED,33.06,HIGH,North
42727,1654,2024-06-02,2024-06-05,SHIPPED,51.52,HIGH,North
42728,1678,2024-10-22,2024-10-26,SHIPPED,103.64,MEDIUM,South
42729,1259,2024-05-23,2024-05-24,SHIPPED,26.72,LOW,South
42730,1656,2024-01-19,2024-01-21,PENDING,22.75,HIGH,North
42731,1741,2024-01-29,2024-02-01,PENDING,21.87,LOW,South
42732,1906,2024-12-30,2025-01-01,SHIPPED,12.83,MEDIUM,West
42733,1267,2024-07-07,2024-07-09,SHIPPED,37.31,LOW,West
42734,1031,2024-06-12,2024-06-14,CANCELLED,22.27,HIGH,West
42735,1922,2024-12-06,2024-12-07,SHIPPED,33.7,MEDIUM,South
42736,1939,2024-09-22,2024-09-26,PENDING,26.74,LOW,North
42737,1810,2024-06-23,2024-06-26,SHIPPED,28.22,LOW,North
42738,1730,2024-06-20,2024-06-24,SHIPPED,21.06,HIGH,West
42739,1176,2024-04-25,2024-04-29,SHIPPED,37.05,MEDIUM,North
42740,1103,2024-12-29,2025-01-03,CANCELLED,19.25,LOW,East
42741,1235,2024-09-07,2024-09-10,PENDING,33.37,MEDIUM,West
42742,1092,2024-01-07,2024-01-08,SHIPPED,45.12,LOW,North
42743,1200,2024-07-15,2024-07-16,SHIPPED,46.8,MEDIUM,East
42744,1810,2024-10-01,2024-10-06,PENDING,60.75,LOW,West
42745,1898,2024-12-31,2025-01-05,SHIPPED,16.53,MEDIUM,South
42746,1742,2024-02-02,2024-02-07,SHIPPED,18.93,MEDIUM,West
42747,1924,2024-05-31,2024-06-05,SHIPPED,15.59,LOW,North
42748,1766,2024-01-23,2024-01-24,SHIPPED,70.34,HIGH,North
42749,1596,2024-09-11,2024-09-12,SHIPPED,11.88,MEDIUM,East
42750,1034,2024-03-26,2024-03-28,SHIPPED,70.7,LOW,East
42751,1116,2024-12-21,2024-12-25,SHIPPED,15.81,LOW,North
42752,1687,2024-06-29,2024-07-03,SHIPPED,74.2,HIGH,East
42753,1457,2024-12-31,2025-01-04,SHIPPED,33.56,MEDIUM,West
42754,1470,2024-05-28,2024-06-01,SHIPPED,58.44,LOW,West
42755,1934,2024-12-03,2024-12-04,SHIPPED,31.3,LOW,West
42756,1984,2024-04-11,2024-04-12,SHIPPED,31.72,MEDIUM,East
42757,1919,2024-03-31,2024-04-05,PENDING,25.38,LOW,East
42758,1787,2024-02-06,2024-02-07,PENDING,21.14,LOW,North
42759,1398,2024-02-18,2024-02-19,PENDING,36.75,MEDIUM,South
42760,1596,2024-02-08,2024-02-10,SHIPPED,24.06,HIGH,South
42761,1116,2024-01-30,2024-02-02,SHIPPED,29.18,HIGH,West
42762,1361,2024-02-12,2024-02-17,SHIPPED,25.8,MEDIUM,West
42763,1203,2024-07-24,2024-07-29,SHIPPED,31.53,MEDIUM,North
42764,1145,2024-08-13,2024-08-15,PENDING,33.7,MEDIUM,East
42765,1443,2024-02-01,2024-02-04,SHIPPED,16.11,MEDIUM,North
42766,1726,2024-05-05,2024-05-06,SHIPPED,46.32,HIGH,East
42767,1616,2024-04-04,2024-04-09,SHIPPED,52.15,MEDIUM,West
42768,1860,2024-01-02,2024-01-05,SHIPPED,57.49,HIGH,South
42769,1296,2024-10-29,2024-11-02,SHIPPED,70.78,LOW,West
42770,1867,2024-04-08,2024-04-13,SHIPPED,30.32,HIGH,West
42771,1580,2024-01-23,2024-01-26,SHIPPED,26.57,LOW,South
42772,1486,2024-12-06,2024-12-10,PENDING,52.93,HIGH,West
42773,1985,2024-08-05,2024-08-09,SHIPPED,49.17,LOW,South
42774,1766,2024-08-09,2024-08-10,SHIPPED,23.27,LOW,East
42775,1230,2024-10-23,2024-10-26,SHIPPED,66.35,MEDIUM,North
42776,1202,2024-10-24,2024-10-29,SHIPPED,11.83,LOW,South
42777,1361,2024-03-12,2024-03-17,PENDING,20.26,MEDIUM,West
42778,1394,2024-06-15,2024-06-18,SHIPPED,109.97,MEDIUM,North
42779,1247,2024-08-12,2024-08-14,SHIPPED,51.52,LOW,West
42780,1439,2024-05-17,2024-05-19,SHIPPED,12.89,HIGH,West
42781,1913,2024-07-28,2024-07-29,SHIPPED,57.27,HIGH,North
42782,1395,2024-04-21,2024-04-22,SHIPPED,39.24,MEDIUM,East
42783,1760,2024-08-15,2024-08-17,SHIPPED,23.78,MEDIUM,East
